Date,Open,High,Low,Close,Adj Close,Volume
2021-05-14,36520.0,108480.0,33200.0,108000.0,108000.0,829
2021-05-17,130320.0,161856.0,75800.0,82400.0,82400.0,612
2021-05-18,72600.0,85724.0,62000.0,83000.0,83000.0,142
2021-05-19,74200.0,78574.0,70500.0,73820.0,73820.0,22
2021-05-20,72360.0,73036.0,56000.0,59540.0,59540.0,19
2021-05-21,56800.0,79000.0,56800.0,59000.0,59000.0,74
2021-05-24,60620.0,61520.0,56220.0,58600.0,58600.0,10
2021-05-25,56580.0,59960.0,53640.0,58440.0,58440.0,10
2021-05-26,59000.0,61000.0,57000.0,60100.0,60100.0,15
2021-05-27,60200.0,71800.0,60200.0,66000.0,66000.0,26
2021-05-28,67260.0,75200.0,64420.0,75200.0,75200.0,41
2021-06-01,80600.0,82960.0,73980.0,77900.0,77900.0,19
2021-06-02,78000.0,85000.0,74720.0,75220.0,75220.0,19
2021-06-03,75000.0,83180.0,75000.0,77800.0,77800.0,13
2021-06-04,79560.0,80500.0,76640.0,79400.0,79400.0,9
2021-06-07,79500.0,83100.0,78680.0,81600.0,81600.0,12
2021-06-08,80780.0,82900.0,80780.0,82700.0,82700.0,4
2021-06-09,84020.0,86980.0,82700.0,84200.0,84200.0,6
2021-06-10,84200.0,84200.0,79000.0,80400.0,80400.0,12
2021-06-11,81040.0,87540.0,80000.0,84000.0,84000.0,35
2021-06-14,82160.0,84000.0,80400.0,80400.0,80400.0,30
2021-06-15,81980.0,82140.0,79760.0,80100.0,80100.0,13
2021-06-16,78268.0,78500.0,66020.0,71200.0,71200.0,28
2021-06-17,72000.0,73600.0,68120.0,68120.0,68120.0,13
2021-06-18,72500.0,73100.0,68360.0,69020.0,69020.0,20
2021-06-21,70800.0,81410.0,70582.0,71270.0,71270.0,43
2021-06-22,71280.0,74808.0,64000.0,67500.0,67500.0,46
2021-06-23,68300.0,70300.0,61000.0,65000.0,65000.0,41
2021-06-24,65000.0,75460.0,54000.0,63420.0,63420.0,230
2021-06-25,64600.0,79820.0,61620.0,63000.0,63000.0,231
2021-06-28,63000.0,67000.0,58100.0,58980.0,58980.0,101
2021-06-29,59880.0,65000.0,56100.0,58220.0,58220.0,150
2021-06-30,57040.0,66500.0,52200.0,58040.0,58040.0,186
2021-07-01,57080.0,58380.0,50060.0,50660.0,50660.0,71
2021-07-02,52700.0,60000.0,50020.0,52940.0,52940.0,168
2021-07-06,51200.0,54000.0,51200.0,52360.0,52360.0,42
2021-07-07,51920.0,58980.0,50160.0,56380.0,56380.0,46
2021-07-08,52840.0,59780.0,52840.0,55960.0,55960.0,38
2021-07-09,56000.0,58720.0,56000.0,56762.0,56762.0,34
2021-07-12,56740.0,59400.0,55846.0,59400.0,59400.0,17
2021-07-13,58900.0,62920.0,58900.0,59380.0,59380.0,17
2021-07-14,59400.0,60974.0,57200.0,57200.0,57200.0,10
2021-07-15,58800.0,60580.0,55020.0,55220.0,55220.0,19
2021-07-16,52000.0,56396.0,51300.0,51480.0,51480.0,21
2021-07-19,51560.0,51560.0,46280.0,47860.0,47860.0,27
2021-07-20,47920.0,48120.0,42650.0,46000.0,46000.0,16
2021-07-21,45140.0,47200.0,45140.0,47200.0,47200.0,13
2021-07-22,48000.0,48000.0,41200.0,43160.0,43160.0,50
2021-07-23,45200.0,46640.0,38600.0,39980.0,39980.0,23
2021-07-26,40000.0,40740.0,38120.0,38880.0,38880.0,8
2021-07-27,39780.0,42160.0,39040.0,41020.0,41020.0,26
2021-07-28,41914.0,47200.0,41780.0,45780.0,45780.0,28
2021-07-29,47100.0,55080.0,47000.0,53320.0,53320.0,54
2021-07-30,53600.0,57840.0,53300.0,56780.0,56780.0,64
2021-08-02,57800.0,58940.0,23020.0,40720.0,40720.0,1391
2021-08-03,41400.0,46920.0,12820.0,15840.0,15840.0,15752
2021-08-04,15544.0,17280.0,13620.0,13940.0,13940.0,2617
2021-08-05,13400.0,13580.0,11700.0,11900.0,11900.0,2110
2021-08-06,11100.0,11700.0,10600.0,10800.0,10800.0,2412
2021-08-09,11098.0,11380.0,10200.0,10620.0,10620.0,1986
2021-08-10,10600.0,11220.0,9220.0,10380.0,10380.0,5314
2021-08-11,9280.0,9958.0,9100.0,9220.0,9220.0,2047
2021-08-12,9040.0,9060.0,8520.0,8560.0,8560.0,1263
2021-08-13,8440.0,9200.0,7940.0,8000.0,8000.0,1860
2021-08-16,7880.0,7880.0,7180.0,7280.0,7280.0,1004
2021-08-17,7120.0,8580.0,6780.0,7660.0,7660.0,5013
2021-08-18,7560.0,7720.0,6840.0,7180.0,7180.0,1037
2021-08-19,7060.0,8240.0,6600.0,6620.0,6620.0,3247
2021-08-20,6892.0,7252.0,6620.0,6720.0,6720.0,862
2021-08-23,7000.0,7368.0,6778.0,7080.0,7080.0,810
2021-08-24,7380.0,7860.0,7140.0,7680.0,7680.0,1548
2021-08-25,7860.0,8700.0,7660.0,8520.0,8520.0,2119
2021-08-26,8200.0,9020.0,7980.0,7980.0,7980.0,1417
2021-08-27,8060.0,8120.0,7420.0,7580.0,7580.0,888
2021-08-30,7640.0,7840.0,6700.0,7240.0,7240.0,741
2021-08-31,7420.0,7780.0,7280.0,7460.0,7460.0,478
2021-09-01,7460.0,7640.0,7300.0,7460.0,7460.0,409
2021-09-02,7600.0,7760.0,7400.0,7500.0,7500.0,407
2021-09-03,7520.0,7600.0,7320.0,7460.0,7460.0,328
2021-09-07,7400.0,7548.0,7100.0,7520.0,7520.0,630
2021-09-08,7540.0,7840.0,7140.0,7660.0,7660.0,680
2021-09-09,7500.0,7760.0,7402.0,7640.0,7640.0,480
2021-09-10,7620.0,7780.0,7300.0,7380.0,7380.0,573
2021-09-13,7082.0,7200.0,6900.0,7200.0,7200.0,534
2021-09-14,7120.0,7140.0,6500.0,6620.0,6620.0,455
2021-09-15,6540.0,6920.0,6520.0,6840.0,6840.0,307
2021-09-16,6760.0,6924.0,6540.0,6820.0,6820.0,345
2021-09-17,6740.0,6900.0,6640.0,6800.0,6800.0,532
2021-09-20,6386.0,6500.0,5860.0,6000.0,6000.0,764
2021-09-21,6000.0,6060.0,5700.0,5740.0,5740.0,518
2021-09-22,5700.0,5780.0,5480.0,5560.0,5560.0,467
2021-09-23,5580.0,5682.0,5160.0,5360.0,5360.0,691
2021-09-24,5220.0,5900.0,5148.0,5560.0,5560.0,1380
2021-09-27,5500.0,5600.0,5320.0,5480.0,5480.0,316
2021-09-28,5480.0,5500.0,5160.0,5200.0,5200.0,339
