,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
43,59.989384,60.15289,60.073074,60.041573,60.286015,60.76087,61.4007,61.5852,62.522694,64.23623,66.3233,68.72036,70.54236,71.975784,72.97082,73.460556,73.95785,74.53362,74.92313,74.922615,74.73665,74.99905,75.4499,75.64172,75.50601,74.79248,73.84053,72.91301,71.87986,71.176285,70.85806,70.459015,69.778076,68.89213,67.90145,67.0292,66.646065,66.1145,65.65244,65.13146,64.557465,64.29396,64.22554,64.18433,64.241165,64.06294,63.97341,64.33607,65.00228,65.88121,66.984695,68.102455,69.16467,69.93399,70.099594,70.20291,71.04848,71.96626,72.84577,73.6276,74.28883,74.433014,74.61685,75.98154,78.283165,80.53908,82.191925,83.59912,84.52728,84.88795,84.67225,84.38206,84.439735,84.5732,84.08431,83.135155,81.83599,80.49095,79.68313,79.05285,78.69473,78.50808,78.406456,78.63885,79.15925,79.72848,80.3779,81.40402,82.32978,82.916405,83.161415,83.88423,85.04659,87.200584,89.77521,92.122986,93.93779,95.44991,96.95087,97.92662,98.32335,98.08421,97.73992,97.60726,97.614586,97.50717,97.270485,96.560326,95.69031,95.23956,94.86859,94.37693,93.86159,93.35598,92.676056,91.98547,91.39698,90.96029,90.442986,89.84387,88.78991,87.91219,87.42154,87.448784,87.79361,88.30065,87.759,87.39133,87.55399,88.651405,90.11206,91.85262,93.531296,94.7195,95.77872,97.16045,98.823975,100.98183,102.82664,104.573364,106.04171,107.18666,109.66219,113.39239,117.03822,119.18432,120.4687,120.87201,120.763664,121.26945,121.082886,121.05992,121.641235,123.045105,124.01985,125.081985,125.588326,125.17185,124.19063,122.086,119.5198,116.950035,114.37069,112.536095,111.289894,110.68046,110.862274,111.70324,112.53108,113.2002,113.65781,113.99846,113.91273,114.07198,114.497925,115.00451,115.81921,116.62068,117.10488,116.50607,115.54613,114.45434,113.76024,112.94979,112.345924,112.180176,112.46037,113.3825,113.37335,113.45479,113.90888,114.622826,114.88312,114.51199,113.833405,112.707405,112.107925,111.74667,110.99891,109.79709,108.66078,108.07231,107.48969,107.520805,106.819244,105.92995,105.09401,104.83688,104.99697,105.24578,106.02652,107.15489,108.11665,108.50735,108.485565,108.13577,107.6522,107.4805,107.33429,106.53157,105.63103,104.679596,103.65546,102.163956,100.6489,99.46734,98.42176,97.87466,98.283714,99.151764,100.22871,100.85507,101.71161,102.40041,103.501236,104.620285,105.88538,106.957054,107.85415,108.02863,107.99771,107.66354,106.81091,105.83613,104.835,103.70874,102.894226,101.59114,99.91065,98.618454,97.65026,97.29477,98.58301,100.53901,103.2259,105.881355,108.417
44,96.37333,97.04811,97.16508,96.79812,96.60009,96.70731,97.026115,97.37892,98.8809,101.23182,103.63107,105.89958,107.98011,109.80117,110.87876,111.379456,111.63507,111.747604,111.86612,111.64007,111.11903,110.98792,111.223816,111.641205,111.89231,111.71176,111.32816,110.86757,110.352066,110.00179,109.9646,110.093925,109.78839,109.2573,108.52835,107.79915,107.19298,106.625755,106.090065,105.61609,105.04413,104.76968,104.57792,104.55559,104.989655,105.53773,106.454636,107.75829,109.37272,111.15208,113.03964,114.80143,116.179504,117.288795,117.93032,118.42063,118.70796,118.781715,118.723724,118.33563,117.70285,117.37457,117.55434,118.31004,119.541374,120.58832,121.29988,121.75564,121.853874,121.75655,121.387276,121.05999,120.82529,120.73517,120.56788,120.30558,119.695694,119.03536,118.51714,117.77846,117.263466,116.76086,116.38328,116.15746,116.343704,117.09193,117.69869,118.23219,118.476814,118.46769,118.263466,118.3677,118.299995,118.75331,119.28888,120.08916,121.202835,122.19202,123.19133,124.01016,124.62578,125.080795,125.49865,126.06656,126.70318,127.26948,127.92223,128.39648,128.9754,129.36658,129.4943,129.5375,129.64592,129.68991,129.66795,129.66994,129.63788,129.53558,130.33276,131.31194,132.4034,133.40883,134.67816,135.73602,136.4521,136.87808,137.27666,137.37636,137.39757,137.50034,137.48254,137.42749,137.2057,136.64786,135.9485,135.50032,135.16225,135.1006,135.24277,135.35008,134.97786,134.32672,133.63176,133.25241,132.92964,132.71385,132.80972,133.16255,133.41982,133.64783,133.81061,134.11638,134.39024,134.75507,135.31895,135.95076,136.73738,137.53535,138.07222,138.2448,138.24284,137.92274,137.33867,136.76117,136.41792,136.2591,136.53627,136.70851,136.79944,136.5744,136.32413,136.29651,136.57538,137.54576,139.20401,141.0734,142.91435,144.49521,145.47847,144.80852,143.39413,141.51561,139.6482,137.97433,136.84137,136.49626,136.5553,136.84557,136.81119,136.49164,136.15884,136.22772,136.33926,136.58989,137.19481,137.87584,138.6916,139.3058,139.70607,139.5304,139.21335,139.02414,139.15134,139.64798,139.67294,139.71754,139.86667,140.27592,140.84563,141.30472,141.454,141.35448,141.2735,141.36388,141.59697,141.70589,141.22195,140.56526,139.91756,139.25238,138.66515,138.12184,137.5197,136.65527,135.96387,135.34921,134.23293,133.07323,132.05928,131.42699,130.97812,130.61287,130.4728,130.55247,130.92085,131.26732,131.73604,132.36397,132.90211,132.95366,132.99533,132.98392,132.56866,132.75153,132.85593,133.12045,133.62428,133.80246,133.86418,133.8702,134.13924,134.55331,135.27065,136.38622,137.62468,138.72105,139.88628
45,52.175354,52.4847,52.75872,53.353836,54.609116,56.065712,57.598934,58.56931,59.67214,60.85108,61.96324,63.551487,64.829155,66.136406,67.26437,67.87654,68.04298,67.947014,67.614944,68.154144,69.61511,71.83461,74.4103,77.18494,79.91441,82.19422,83.83678,85.576645,86.997406,87.65536,88.1563,88.66764,88.78973,88.68642,88.47005,88.06917,87.65687,87.23783,86.6951,86.29323,85.56515,84.87171,84.174065,83.91015,84.680695,86.43368,88.57193,90.6114,92.181404,93.18353,93.81602,94.60298,95.117615,94.79602,94.15947,93.74448,93.792595,94.206314,94.791565,96.38976,98.332405,99.31613,99.78579,100.52747,100.906906,100.57927,99.701126,98.716484,97.54835,96.60414,95.71752,95.41187,95.420876,95.42649,95.71203,95.69918,94.46041,92.599045,90.94286,89.30092,88.137535,87.56834,87.77625,88.93538,90.453705,91.75362,92.7664,93.42285,92.92157,91.88347,91.32914,91.2794,91.32761,91.82496,92.188736,90.88139,88.86121,86.29513,83.96616,81.62493,79.29139,77.370285,75.89231,75.238205,75.03467,74.96991,74.78939,74.458015,74.04369,73.54428,72.98415,72.02637,71.139206,70.291046,69.70794,69.48431,69.459305,69.49601,69.50527,69.209175,68.53036,67.78691,67.20426,67.008865,67.09618,66.82044,66.301476,65.77841,65.18861,64.5049,63.785645,63.068638,62.922817,62.892647,63.24135,63.74628,64.32581,64.32111,63.87545,63.526142,63.143436,62.67587,62.111835,62.858303,63.802895,64.482155,65.36624,66.30861,67.00334,68.03025,69.08297,70.311386,71.629196,72.84289,74.02047,75.18417,76.459045,77.53635,77.7345,77.29225,76.54399,75.36343,74.07055,73.11503,72.28486,71.4713,70.789566,70.505226,70.530594,70.23969,70.07711,70.01427,70.11544,70.789444,72.3433,74.025246,75.53433,76.3685,76.68922,76.65429,76.56179,76.7887,77.64927,78.885735,80.233116,82.05337,83.96852,85.74413,86.5115,87.227776,87.673,87.69998,87.28329,86.65614,86.14141,85.37429,84.55881,83.50612,82.47584,81.65341,80.72372,79.974945,79.340866,78.89236,78.6346,78.69952,79.02685,80.923325,84.02381,87.51191,91.31602,94.56155,97.18731,98.56043,98.95914,99.046974,99.14133,99.16025,99.24621,99.41055,99.64526,99.716354,99.22868,98.23189,97.54199,97.18273,96.71238,96.375626,96.22047,96.47709,97.11278,97.658966,98.126945,98.51872,99.70686,101.327675,103.30671,105.30139,106.67552,107.46376,107.751,107.68365,107.49976,107.12427,106.54181,106.09855,106.290306,106.68651,107.16244,107.71046,107.73435,107.138596,106.4754,105.65149,105.47274,105.73404,106.47672
46,66.91321,66.2596,65.78095,65.49886,65.82535,66.467514,67.06315,67.227,67.616295,68.20529,68.909874,70.42865,72.16393,74.476715,76.507614,77.7937,78.41209,78.838776,78.80775,78.55566,78.61745,79.663216,81.02274,82.85652,84.83191,86.78573,88.20195,89.77009,90.97651,91.650185,92.1579,92.47109,92.1533,91.565735,90.92524,90.19579,89.69059,89.38845,88.99584,89.02955,89.03257,89.21761,89.380974,89.920265,91.87614,94.5355,97.62982,101.0202,104.66234,108.08952,110.83847,113.325035,115.21102,116.351616,117.312225,118.42862,119.492874,120.41687,121.258644,122.00615,122.39231,121.76605,120.52504,119.34363,117.99371,116.33091,114.57137,112.94535,111.524185,110.72481,109.85438,109.15346,108.55744,107.95928,107.4212,106.64108,105.27908,103.68397,102.04919,100.01488,97.98228,96.002655,94.47965,93.35367,92.56422,92.03695,91.616425,91.10788,90.21919,89.1503,88.074554,87.20032,86.287025,85.51348,84.839615,84.219025,83.96865,83.95269,84.36986,85.0349,85.69188,87.553894,90.09533,93.13641,96.02852,98.1325,99.80479,100.82678,101.81376,102.5587,102.90592,102.36767,101.62347,100.67103,99.89951,99.219765,98.45683,97.43682,96.20365,94.7384,92.8732,90.95493,89.372856,88.17089,87.256294,86.325035,85.46749,84.8398,84.481926,84.32334,84.179375,84.128914,84.6478,85.180984,85.97559,86.88369,87.9634,88.519066,88.52152,88.420784,87.937126,87.10712,85.90875,84.84628,83.73599,82.8024,82.425,82.544525,82.95489,83.72909,84.486984,85.24301,85.85169,86.34776,86.89914,87.62104,88.6676,89.78892,90.40343,90.536736,90.389084,89.8901,89.297775,88.88842,88.366745,87.72564,87.05979,86.52285,86.140564,85.839676,86.31438,87.197716,88.35652,89.786415,91.500206,92.988266,94.06925,94.56942,94.774605,94.77066,94.67831,94.987175,95.359314,95.96009,96.45554,97.3776,98.625275,99.7189,100.07997,100.243065,100.20434,100.020485,99.52834,98.97719,98.91,98.766785,98.35799,97.63977,96.55589,95.53121,94.372314,93.31093,92.36327,91.7618,91.34603,91.15257,91.35851,91.96135,92.69154,93.33875,94.08891,94.78262,95.35014,95.31484,94.940025,94.2664,93.44709,92.56007,91.76386,91.006195,90.34332,89.81218,89.26803,88.59971,88.36121,88.2853,88.17335,88.07757,87.93074,87.89197,87.89731,87.71907,87.40167,86.99139,86.81687,86.67279,86.80182,87.14082,87.22612,87.10021,86.89231,86.61606,86.234566,85.6848,84.9188,84.16303,83.73558,83.354065,83.189926,83.200775,83.34433,83.48648,83.60447,83.79098,84.19535,84.6915,85.195114
47,516.40814,518.04016,517.3287,515.1761,513.29785,511.328,509.5176,507.21463,508.4736,513.1683,518.847,525.74005,531.57294,535.7388,539.18567,541.9762,545.0016,548.07,551.2683,553.0657,553.99316,556.45123,559.8012,563.148,565.6085,566.7192,567.8257,569.76855,571.11224,572.83984,574.944,576.602,576.5144,573.81177,569.4335,564.4129,560.67163,557.79913,555.8411,555.0459,554.7222,556.1032,557.5377,559.1866,561.6777,563.8164,563.3557,562.83466,564.4713,568.4551,573.14526,578.0495,583.0165,586.70667,589.82263,593.314,597.7578,599.68256,599.7295,599.0011,597.49786,594.7743,592.35345,592.0293,592.6954,593.93274,594.1618,594.6615,594.7821,593.65234,592.3002,591.29395,590.16974,588.6391,586.1136,583.5819,580.33234,576.8282,573.7868,570.41516,567.1001,564.17224,561.3894,560.017,560.55347,561.91296,562.6213,563.59906,564.41925,564.1258,563.0929,563.2375,562.5255,563.0045,562.9637,563.0618,563.82526,564.5866,565.38965,566.44916,567.8781,568.58075,568.9815,569.97284,572.50995,574.89636,577.67676,580.74194,583.17957,584.9875,586.4985,587.9938,590.5397,593.07666,595.37695,596.9467,597.4915,596.0128,594.2968,592.8163,588.8876,582.6642,576.90955,573.05536,569.8364,566.85236,564.9938,563.3772,562.1651,560.8908,558.92206,556.69916,554.16534,551.19653,548.2005,545.0673,542.36884,540.32654,539.2065,538.83435,538.50073,536.7944,535.59924,534.8472,533.60944,531.69507,530.722,530.34546,530.1725,529.9062,530.08514,529.89874,529.86523,530.45,531.5198,532.1439,534.02856,536.5432,538.15875,539.0618,539.73486,539.7809,539.28705,537.29834,534.8166,532.70575,531.7002,531.0769,530.8983,530.641,530.0279,529.6153,529.5683,530.3829,531.6248,533.2624,534.5345,535.3608,537.079,539.3153,544.05505,550.5168,557.2103,563.78674,568.1735,571.263,571.96606,571.1179,570.3281,569.0139,567.61163,566.6121,566.31134,565.54974,564.6527,563.4068,561.7626,559.4751,556.5262,554.252,552.1295,550.3069,548.2878,548.24097,548.3995,549.0903,550.3496,552.82404,556.02716,559.11743,561.8912,562.66846,561.8606,559.7755,555.8486,551.0399,545.80396,540.8296,536.9295,533.9294,530.919,528.3419,525.8416,523.3085,521.1298,519.62085,518.1896,516.6307,515.6366,515.32336,514.35425,513.5655,513.19904,512.6349,512.0958,511.3706,510.62466,509.5804,507.48462,505.0914,503.30606,501.60352,498.3926,494.98868,491.23633,487.40887,483.54788,477.58484,471.81757,465.77307,460.4212,456.93912,454.40027,453.25864,453.6577,454.87436,456.84717
48,27.861727,28.13264,28.241508,28.238966,28.271053,28.348524,28.45379,28.44926,28.64873,29.025824,29.44956,29.888239,30.13597,30.2847,30.357605,30.269108,30.208979,30.159636,30.086601,29.938145,29.787271,29.796618,29.870413,29.920914,29.921148,29.822958,29.648016,29.46506,29.27811,29.167017,29.11907,29.056746,28.859735,28.580616,28.273697,27.94839,27.699135,27.423847,27.179558,26.964474,26.744001,26.623217,26.599722,26.66816,26.889965,27.15692,27.55054,28.035656,28.525845,29.003387,29.464993,29.837494,30.050652,30.052103,29.889065,29.754189,29.785526,29.872126,29.954924,30.072552,29.963575,29.712988,29.452192,29.31874,29.412693,29.643137,29.72491,29.749613,29.64007,29.406092,29.139765,28.98,28.914806,28.937588,28.929401,28.83125,28.507318,28.023224,27.525194,27.02862,26.567352,26.186684,25.944824,25.912497,26.02685,26.15899,26.224,26.288464,26.396133,26.605848,26.816685,27.124098,27.49683,28.070435,28.645952,29.068964,29.264345,29.26556,29.26715,29.315208,29.36799,29.433489,29.76894,30.2911,30.925472,31.568678,32.15816,32.60691,32.915985,33.073105,33.107647,33.03356,32.927376,32.79322,32.69642,32.59929,32.434002,32.21771,31.933561,31.571087,31.117397,30.691324,30.433645,30.450146,30.528864,30.564089,30.67096,30.873674,31.072485,31.213678,31.219921,31.131365,30.866285,30.54673,30.3416,30.161015,29.975744,29.907787,29.945555,30.07993,30.157446,30.127441,29.845108,29.644798,29.638273,29.920706,30.296711,30.696413,30.878288,31.042137,31.214293,31.436687,31.602446,31.92699,32.40604,33.119305,33.904022,34.694233,35.209965,35.239857,34.97441,34.62185,34.31792,34.183743,34.103165,33.985035,33.928005,33.93564,33.84156,33.635414,33.3779,33.234917,33.245037,33.424652,33.661884,33.80861,34.03326,34.286907,34.517887,34.569027,34.593235,34.55142,34.53871,34.578365,34.667793,35.05951,35.437546,35.76109,35.83187,35.81257,35.78057,35.760178,35.725735,35.59771,35.48643,35.42684,35.504578,35.535557,35.381172,35.02483,34.624348,34.301357,34.034958,33.970844,33.8562,33.8077,33.84561,34.010628,34.25073,34.574936,35.085087,35.64306,36.1856,36.797016,37.342396,37.852135,38.3087,38.657127,38.896748,38.946346,38.904102,38.610893,38.01706,37.3398,36.653122,36.07202,35.572384,35.282936,35.21906,35.333797,35.51788,35.739746,35.97788,36.18379,36.378696,36.522663,36.664673,36.84305,37.013,37.045815,37.073708,37.03236,36.90721,36.757927,36.522373,36.138165,35.817062,35.35466,34.83843,34.73491,34.89564,35.28476,35.846046,36.47587,37.110252,37.632973,38.1251
49,98.611084,98.75529,98.823555,98.70988,98.63819,98.711,98.86875,99.04469,99.61161,100.324394,100.875244,101.37482,101.827705,102.11686,102.39594,102.63807,102.91976,103.29183,103.7566,104.09219,104.29165,104.61377,104.99647,105.39021,105.52105,105.36476,105.14606,105.09205,105.185074,105.52485,106.14331,106.83057,107.25092,107.343956,107.21604,106.96708,106.81832,106.7297,106.70141,106.745605,106.763,106.9802,107.23638,107.47357,107.816734,108.14347,108.56178,108.967735,109.47382,109.917015,110.12506,110.37137,110.59442,110.61911,110.56217,110.55273,110.67304,110.72328,110.60277,110.40997,110.09827,109.74482,109.46997,109.377426,109.43313,109.52787,109.546684,109.6311,109.582466,109.28507,108.89151,108.513374,108.073784,107.6521,107.18101,106.79151,106.22148,105.53608,104.84441,104.04256,103.20797,102.604355,102.1133,101.89099,101.992584,102.120926,102.02043,101.752754,101.282875,100.67174,100.144035,99.74331,99.39326,99.2112,98.97183,98.79825,98.713104,98.56284,98.40666,98.34334,98.37018,98.33261,98.388466,98.5253,98.87496,99.334435,99.911224,100.61179,101.369,101.97479,102.39848,102.61156,102.77232,102.91402,103.07914,103.2102,104.0052,104.91507,105.921295,106.76493,107.393776,107.728745,107.9302,108.11696,108.33129,108.57462,108.83393,108.99905,109.133514,109.20517,109.18055,109.146065,109.05408,108.98171,108.87174,108.71718,108.506744,108.25913,108.057846,107.844475,107.43387,106.81669,105.988266,105.19276,104.396736,103.71169,103.22874,103.0254,102.96227,102.890205,102.73964,102.48418,102.27034,102.072655,101.942825,101.979546,102.253006,102.72959,103.31298,103.856476,104.49076,105.08638,105.6375,106.04139,106.30523,106.465836,106.66804,106.71495,106.689316,106.61033,106.438194,106.29261,106.21757,106.13549,106.138176,106.203316,106.21831,106.20241,106.19862,106.59263,107.37353,108.319786,109.114586,109.844185,110.32772,110.63181,110.67823,110.50961,110.07429,109.44854,108.79507,108.26465,107.61267,106.9486,106.29947,105.777306,105.44767,105.161606,104.898994,104.7105,104.47709,104.257904,104.175385,104.17278,104.09835,104.03183,103.85204,103.72004,103.66954,103.54087,103.38011,103.049,102.71604,102.33732,101.97848,101.81142,101.76265,101.81198,101.907585,101.94199,101.875946,101.730995,101.52195,101.18434,100.74509,100.23657,99.63813,98.993546,98.60294,98.28694,97.95732,97.65888,97.39451,97.22032,97.16904,97.18139,97.29414,97.0442,96.417915,95.69405,95.08924,94.60865,94.527306,94.67054,95.040184,95.417755,95.68123,95.74817,95.72718,95.56202,95.34399,95.243065,95.255516,95.4107,95.62189,95.77542,95.86406
50,56.122395,56.678352,57.032116,57.346897,57.863575,58.48549,59.003437,59.23041,59.386383,59.730495,60.00125,60.43163,60.96956,61.50194,61.871284,61.845627,61.91866,62.049244,62.251007,62.308193,62.496616,62.949863,63.377464,63.567287,63.463436,63.25589,62.87221,62.52248,62.091797,61.82675,61.988026,62.219196,62.42694,62.47708,62.486115,62.59761,63.11421,63.63446,64.26277,64.88567,65.274216,65.4195,65.38269,65.13566,64.74207,64.32019,64.05154,63.96965,64.15656,64.50546,65.098015,65.75952,66.25646,66.48473,66.57257,66.59243,66.614555,66.591934,66.50092,66.5268,66.41202,66.13034,65.712265,65.119316,64.38573,63.73268,63.162003,62.96701,62.882317,63.02273,63.58666,64.35806,65.29253,66.15362,66.72564,66.78635,66.60933,66.15635,65.847595,65.53576,65.24662,64.93093,64.693,64.5915,64.616745,64.82851,64.95003,64.9445,64.70524,64.3764,63.746235,63.16179,62.273556,61.38424,60.49124,59.78869,59.56038,59.535522,59.48215,59.222824,59.115513,59.203644,59.442284,59.89129,60.38668,61.480305,62.589935,63.66739,64.57762,65.33132,65.92952,66.4026,66.78178,67.12426,67.28654,67.296486,67.13914,66.8685,66.55424,66.40553,66.18887,65.99671,65.749275,65.69576,65.61932,65.17532,64.49343,63.806244,63.46984,63.308285,63.22849,63.192333,63.044613,62.90419,62.882366,62.7292,62.603207,62.49849,62.487865,62.537315,62.756435,62.978107,62.916286,62.76275,62.28376,61.44888,60.724434,60.40074,60.219902,60.143867,60.260117,60.558483,60.86113,60.941956,60.909492,60.819344,60.803368,60.721703,60.50003,60.459206,60.311428,60.014633,59.80098,59.542187,59.28201,59.125137,59.138763,59.328484,59.46866,59.274292,59.032635,58.824192,58.813858,59.073986,59.541603,59.81702,59.9095,60.006207,60.19822,60.573082,61.07921,61.65919,62.167187,62.4593,62.497517,62.492313,62.597893,62.668285,62.39188,62.113766,62.072834,62.22817,62.45656,62.96696,63.68782,64.313705,64.65164,64.696205,64.53329,64.310646,64.1785,64.234604,64.3787,64.48476,64.48716,64.52181,64.61697,64.83124,65.07514,65.26503,65.55221,65.83531,66.13001,66.34336,66.55583,66.78091,67.17001,67.61032,68.07832,68.32304,68.436295,68.586685,68.72962,68.713,68.62469,68.59579,68.47082,68.44666,68.5792,68.6086,68.40167,68.05473,67.42357,66.74413,66.29752,66.217255,66.43502,66.83889,67.260086,67.798454,68.336464,68.87026,69.326256,69.67113,69.705215,69.57694,69.23128,68.87483,68.561005,68.41602,68.497215,68.642555,68.88549,69.40678,69.651924,69.80243,69.62941
51,132.65466,134.43057,135.79825,136.61911,137.10635,137.43109,137.63385,137.63339,137.69571,137.39238,136.88727,136.29422,135.7169,135.47972,135.54298,135.86125,136.43837,136.9515,137.46365,137.80487,137.9023,138.11697,138.38559,138.70735,138.85623,138.79248,138.57123,137.84293,136.74971,135.66763,134.54996,133.7131,132.92941,132.47212,132.17302,131.88869,131.75124,131.53146,131.34271,131.27301,131.0925,130.9164,130.81032,130.6652,130.59932,130.97932,131.9073,133.03441,134.21255,135.20557,136.0799,136.75429,136.99294,136.87851,136.51753,136.06442,135.5472,135.1907,135.16254,135.36783,135.50397,135.62181,135.92383,136.43022,136.62068,136.47969,135.89009,135.22899,134.67068,134.14592,133.78462,133.8103,134.11703,134.54842,134.9258,135.46819,135.81874,136.05562,135.96346,135.68416,135.3078,134.7479,134.08307,133.42905,132.92441,132.72026,132.62401,132.6332,132.512,132.20168,131.84677,131.79527,132.02733,132.12643,132.23886,132.61961,133.00447,133.24408,133.27563,133.21259,133.22205,133.16379,133.17238,133.27939,133.44972,133.807,134.17676,134.76663,135.439,136.11148,136.69937,137.13103,137.50504,137.72682,137.92508,138.06668,138.02357,137.63753,137.14996,136.62892,136.3468,136.2458,136.40948,136.15105,135.66408,134.85306,133.93163,133.17633,132.79831,132.72015,132.62701,132.54831,132.54384,132.70236,132.96945,133.1806,133.14995,132.69373,132.14323,131.82289,131.63368,131.42097,130.8512,130.1138,129.36348,128.87698,128.72935,128.10382,127.40916,126.42251,125.226,124.37692,123.8897,123.60828,123.39864,123.09523,123.18351,123.30086,123.453384,123.72898,124.17808,124.53027,124.97116,125.51542,126.0576,126.58528,127.22221,127.875534,128.48183,128.95523,129.28442,129.43979,129.63266,129.89449,130.1457,130.27614,130.18181,130.02222,129.76604,129.71504,129.84566,130.10512,130.50555,130.81248,130.93243,131.02786,130.81766,130.43282,129.86566,129.23361,128.57246,128.15556,127.88051,127.84848,127.952614,128.17593,128.53972,128.85309,129.07643,129.05673,128.88991,128.60635,128.25731,128.01567,127.591835,127.1318,126.8622,126.85861,127.05666,127.2435,127.50263,127.727005,127.66397,127.73517,127.887085,128.29883,128.78458,129.38158,130.1095,130.71294,131.0829,131.43184,131.68329,131.66887,131.46237,131.23444,131.05847,130.86461,130.68971,130.57834,130.44525,130.07053,129.76257,129.46266,129.34767,129.44083,129.83786,130.41348,130.84438,131.20105,131.60962,131.94888,131.93791,131.5837,131.01105,130.45187,130.25551,130.26361,130.5561,130.71255,130.92982,131.35004,131.9302,132.65771,133.46509,134.2045,134.80113
52,45.38545,45.821983,46.136703,46.29901,46.43008,46.50904,46.57824,46.563103,46.577732,46.6263,46.866276,47.10385,47.26263,47.393963,47.481995,47.53095,47.651295,47.766518,47.907738,48.08498,48.251534,48.46508,48.78164,49.09503,49.35345,49.44,49.48715,49.672558,49.895042,50.163612,50.526268,51.051975,51.49986,51.612503,51.540573,51.367325,51.193684,51.03268,50.91787,50.76175,50.569847,50.441513,50.348564,50.28964,50.13098,49.892426,49.779476,49.458126,48.993233,48.486233,48.040607,47.691666,47.24216,46.682552,46.125614,45.646965,45.25,44.915226,44.693268,44.470566,44.228592,43.979507,43.819756,43.70463,43.668358,43.649506,43.612686,43.553284,43.529602,43.458443,43.428635,43.433937,43.42934,43.37852,43.269516,43.168186,43.026245,42.84515,42.654053,42.419968,42.08737,41.716805,41.323963,41.00739,40.821026,40.72327,40.607944,40.475918,40.28122,40.06677,39.912132,39.810474,39.789318,39.824932,39.861694,39.969826,40.089493,40.136593,40.156982,40.180454,40.184444,40.153446,40.133087,40.13307,40.187565,40.32301,40.44195,40.608368,40.776474,40.95193,41.118103,41.216927,41.27863,41.282295,41.25213,41.13971,40.9624,40.72721,40.52239,40.32385,40.0915,39.794827,39.50661,39.268444,39.11655,39.01438,38.890465,38.747192,38.63521,38.570656,38.5206,38.46674,38.343822,38.172905,37.973373,37.763344,37.543186,37.313576,37.13215,37.195866,37.481056,37.76152,37.931915,37.999638,37.941322,37.919773,37.918118,37.962463,38.057163,38.141777,38.265507,38.417637,38.55739,38.770836,39.04044,39.2183,39.36771,39.515034,39.569954,39.522984,39.406,39.217052,38.863873,38.410404,37.934444,37.477943,37.136635,36.893127,36.713375,36.507576,36.300636,36.129913,36.031673,35.982433,35.97427,36.01695,36.0387,36.085003,36.15995,36.276386,36.467323,36.691574,36.86637,37.010235,37.018726,36.936977,36.81009,36.624622,36.399174,36.139282,35.888752,35.73469,35.647438,35.628418,35.639233,35.69873,35.783157,35.80592,35.800846,35.882267,36.01863,36.2078,36.390514,36.53286,36.587063,36.60738,36.587944,36.541542,36.459145,36.31285,36.185432,36.041214,35.802773,35.527447,35.256004,34.984207,34.761295,34.582653,34.455383,34.363537,34.260147,34.19562,34.123955,33.98094,33.796257,33.634235,33.4453,33.231373,33.023746,32.944927,33.023582,33.182884,33.31637,33.437218,33.505062,33.541893,33.55357,33.543278,33.50251,33.369427,33.308727,33.24494,33.056717,32.794674,32.46411,32.145077,31.82562,31.56665,31.410065,31.230133,31.096369,31.004362,30.941656,30.901718,30.951283,31.041527,31.153471
